Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Maya Home,,,,2022-04-20 15:53:05,2022-04-20 15:59:03,5m - 57.845s,FAILED
,,,,,,,
Test Cases/MayaHome/mayahome_CESearchProperties,,,,2022-04-20 15:53:05,2022-04-20 15:54:28,1m - 22.461s,PASSED
"startApplication(appPathSIT, false)",,,,2022-04-20 15:53:06,2022-04-20 15:53:19,12.930s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 1/dashboard - more3dotsBtn""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-20 15:53:19,2022-04-20 15:53:25,6.240s,PASSED
delay(3),,,,2022-04-20 15:53:25,2022-04-20 15:53:28,3.019s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 3/home2u - Btn""), 0)",,,,2022-04-20 15:53:28,2022-04-20 15:53:32,4.067s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/onboardWelcomeSkipBtn""), 0, OPTIONAL))",,,,2022-04-20 15:53:32,2022-04-20 15:53:52,20.070s,PASSED
else,,,,2022-04-20 15:53:52,2022-04-20 15:53:52,0.000s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/property - Header""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-20 15:53:52,2022-04-20 15:53:52,0.408s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/discover - Header""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-20 15:53:52,2022-04-20 15:53:53,0.350s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 1/Search properties - Txtfield""), 0)",,,,2022-04-20 15:53:53,2022-04-20 15:53:54,1.161s,PASSED
"setText(findTestObject(""MayaHome/mayahome - MobileSpy 1/searchproperties - editTxt""), findTestData(""mayahomeCredentials"").getValue(3, 1), 0)",,,,2022-04-20 15:53:54,2022-04-20 15:53:56,2.054s,PASSED
hideKeyboard(),,,,2022-04-20 15:53:56,2022-04-20 15:53:57,1.084s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2022-04-20 15:53:57,2022-04-20 15:53:59,2.005s,PASSED
"waitForElementPresent(findTestObject(""MayaHome/mayahome - MobileSpy 2/propertyDisplayCard - Frame""), 0)",,,,2022-04-20 15:53:59,2022-04-20 15:54:00,0.712s,PASSED
