Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Maya Home,,,,2022-04-26 08:25:57,2022-04-26 08:31:09,5m - 11.962s,FAILED
,,,,,,,
Test Cases/MayaHome/mayahome_CESearchProperties,,,,2022-04-26 08:25:57,2022-04-26 08:27:20,1m - 22.598s,PASSED
"startApplication(appPathSIT, false)",,,,2022-04-26 08:25:58,2022-04-26 08:26:10,11.957s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 1/dashboard - more3dotsBtn""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:26:10,2022-04-26 08:26:15,5.406s,PASSED
delay(3),,,,2022-04-26 08:26:15,2022-04-26 08:26:18,3.016s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 3/home2u - Btn""), 0)",,,,2022-04-26 08:26:18,2022-04-26 08:26:22,3.729s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/onboardWelcomeSkipBtn""), 0, OPTIONAL))",,,,2022-04-26 08:26:22,2022-04-26 08:26:42,20.237s,PASSED
else,,,,2022-04-26 08:26:42,2022-04-26 08:26:42,0.001s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/property - Header""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:26:42,2022-04-26 08:26:42,0.348s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/discover - Header""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:26:42,2022-04-26 08:26:43,0.363s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 1/Search properties - Txtfield""), 0)",,,,2022-04-26 08:26:43,2022-04-26 08:26:43,0.571s,PASSED
"setText(findTestObject(""MayaHome/mayahome - MobileSpy 1/searchproperties - editTxt""), findTestData(""mayahomeCredentials"").getValue(3, 1), 0)",,,,2022-04-26 08:26:43,2022-04-26 08:26:45,2.120s,PASSED
hideKeyboard(),,,,2022-04-26 08:26:45,2022-04-26 08:26:46,0.886s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2022-04-26 08:26:46,2022-04-26 08:26:48,2.006s,PASSED
"waitForElementPresent(findTestObject(""MayaHome/mayahome - MobileSpy 2/propertyDisplayCard - Frame""), 0)",,,,2022-04-26 08:26:48,2022-04-26 08:26:49,1.043s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 2/propertyDisplayCard - Frame""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:26:49,2022-04-26 08:26:49,0.173s,PASSED
"doubleTap(findTestObject(""MayaHome/mayahome - MobileSpy 2/propertyDisplayCard - Frame""), 0)",,,,2022-04-26 08:26:49,2022-04-26 08:26:52,2.092s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2022-04-26 08:26:52,2022-04-26 08:26:55,3.005s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/propertyName - Txt""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:26:55,2022-04-26 08:26:55,0.584s,PASSED
"propertyName = getText(findTestObject(""MayaHome/mayahome - MobileSpy 6/propertyName - Txt""), 0)",,,,2022-04-26 08:26:55,2022-04-26 08:26:56,0.505s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/propertyPrice - Txt""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:26:56,2022-04-26 08:26:56,0.498s,PASSED
"propertyPrice = getText(findTestObject(""MayaHome/mayahome - MobileSpy 6/propertyPrice - Txt""), 0)",,,,2022-04-26 08:26:56,2022-04-26 08:26:57,0.450s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/propertySize - Txt""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:26:57,2022-04-26 08:26:57,0.451s,PASSED
"propertySize = getText(findTestObject(""MayaHome/mayahome - MobileSpy 6/propertySize - Txt""), 0)",,,,2022-04-26 08:26:57,2022-04-26 08:26:58,0.490s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/unitType - txt""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:26:58,2022-04-26 08:26:58,0.319s,PASSED
"unitType = getText(findTestObject(""MayaHome/mayahome - MobileSpy 6/unitType - txt""), 0)",,,,2022-04-26 08:26:58,2022-04-26 08:26:59,1.518s,PASSED
"scrollToText(""Unit Types"")",,,,2022-04-26 08:26:59,2022-04-26 08:27:05,5.767s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/unitType - Header""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:27:05,2022-04-26 08:27:06,0.684s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/unitTypeVisualCard1 - Img""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:27:06,2022-04-26 08:27:06,0.500s,PASSED
"scrollToText(""Check Eligibility"")",,,,2022-04-26 08:27:06,2022-04-26 08:27:18,11.458s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/developer - Header""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:27:18,2022-04-26 08:27:18,0.224s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/developerNameCEscreen - Txt""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-26 08:27:18,2022-04-26 08:27:18,0.208s,PASSED
"developerName = getText(findTestObject(""MayaHome/mayahome - MobileSpy 6/developerNameCEscreen - Txt""), 0)",,,,2022-04-26 08:27:18,2022-04-26 08:27:19,0.919s,PASSED
"println(""Property Name: "" + propertyName)",,,,2022-04-26 08:27:19,2022-04-26 08:27:19,0.003s,PASSED
"println(""Property Price: "" + propertyPrice)",,,,2022-04-26 08:27:19,2022-04-26 08:27:19,0.001s,PASSED
"println(""Property Size: "" + propertySize)",,,,2022-04-26 08:27:19,2022-04-26 08:27:19,0.000s,PASSED
"println(""Unit Type: "" + unitType)",,,,2022-04-26 08:27:19,2022-04-26 08:27:19,0.000s,PASSED
"println(""Developer Name"" + developerName)",,,,2022-04-26 08:27:19,2022-04-26 08:27:19,0.000s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 1/checkeligibility - Btn""), 0)",,,,2022-04-26 08:27:19,2022-04-26 08:27:20,0.720s,PASSED
,,,,,,,
Test Cases/MayaHome/mayahome_CEAgreementCheck,,,,2022-04-26 08:27:20,2022-04-26 08:27:44,24.471s,PASSED
"if (verifyElementExist(findTestObject(""MayaHome/mayahome - MobileSpy 2/header6DigitPin - Txt""), 0, OPTIONAL))",,,,2022-04-26 08:27:20,2022-04-26 08:27:34,13.619s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/checkEligibility - Header""), 0)",,,,2022-04-26 08:27:34,2022-04-26 08:27:43,9.122s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/checkEligibilityAgreement - Header""), 0)",,,,2022-04-26 08:27:43,2022-04-26 08:27:43,0.161s,PASSED
