Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Maya Home,,,,2022-04-21 18:01:13,2022-04-21 18:06:32,5m - 18.603s,FAILED
,,,,,,,
Test Cases/MayaHome/mayahome_CESearchProperties,,,,2022-04-21 18:01:13,2022-04-21 18:02:34,1m - 20.256s,PASSED
"startApplication(appPathSIT, false)",,,,2022-04-21 18:01:14,2022-04-21 18:01:26,12.447s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 1/dashboard - more3dotsBtn""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-21 18:01:26,2022-04-21 18:01:33,7.029s,PASSED
delay(3),,,,2022-04-21 18:01:33,2022-04-21 18:01:36,3.020s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 3/home2u - Btn""), 0)",,,,2022-04-21 18:01:36,2022-04-21 18:01:40,4.192s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/onboardWelcomeSkipBtn""), 0, OPTIONAL))",,,,2022-04-21 18:01:40,2022-04-21 18:02:01,20.083s,PASSED
else,,,,2022-04-21 18:02:01,2022-04-21 18:02:01,0.000s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/property - Header""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-21 18:02:01,2022-04-21 18:02:01,0.372s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/discover - Header""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-21 18:02:01,2022-04-21 18:02:01,0.399s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 1/Search properties - Txtfield""), 0)",,,,2022-04-21 18:02:01,2022-04-21 18:02:02,0.605s,PASSED
"setText(findTestObject(""MayaHome/mayahome - MobileSpy 1/searchproperties - editTxt""), findTestData(""mayahomeCredentials"").getValue(3, 1), 0)",,,,2022-04-21 18:02:02,2022-04-21 18:02:04,2.048s,PASSED
hideKeyboard(),,,,2022-04-21 18:02:04,2022-04-21 18:02:05,1.146s,PASSED
