Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Maya Home,,,,2022-04-21 15:08:56,2022-04-21 15:14:45,5m - 49.139s,FAILED
,,,,,,,
Test Cases/MayaHome/mayahome_CESearchProperties,,,,2022-04-21 15:08:56,2022-04-21 15:10:19,1m - 22.977s,PASSED
"startApplication(appPathSIT, false)",,,,2022-04-21 15:08:57,2022-04-21 15:09:09,12.143s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 1/dashboard - more3dotsBtn""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-21 15:09:09,2022-04-21 15:09:14,5.592s,PASSED
delay(3),,,,2022-04-21 15:09:14,2022-04-21 15:09:17,3.018s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 3/home2u - Btn""), 0)",,,,2022-04-21 15:09:17,2022-04-21 15:09:21,3.944s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/onboardWelcomeSkipBtn""), 0, OPTIONAL))",,,,2022-04-21 15:09:21,2022-04-21 15:09:41,20.170s,PASSED
else,,,,2022-04-21 15:09:41,2022-04-21 15:09:41,0.001s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/property - Header""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-21 15:09:41,2022-04-21 15:09:42,0.334s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 6/discover - Header""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-21 15:09:42,2022-04-21 15:09:42,0.310s,PASSED
"tap(findTestObject(""MayaHome/mayahome - MobileSpy 1/Search properties - Txtfield""), 0)",,,,2022-04-21 15:09:42,2022-04-21 15:09:43,1.017s,PASSED
"setText(findTestObject(""MayaHome/mayahome - MobileSpy 1/searchproperties - editTxt""), findTestData(""mayahomeCredentials"").getValue(3, 1), 0)",,,,2022-04-21 15:09:43,2022-04-21 15:09:45,2.100s,PASSED
hideKeyboard(),,,,2022-04-21 15:09:45,2022-04-21 15:09:46,1.329s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2022-04-21 15:09:46,2022-04-21 15:09:48,2.003s,PASSED
"waitForElementPresent(findTestObject(""MayaHome/mayahome - MobileSpy 2/propertyDisplayCard - Frame""), 0)",,,,2022-04-21 15:09:48,2022-04-21 15:09:49,0.470s,PASSED
"verifyElementVisible(findTestObject(""MayaHome/mayahome - MobileSpy 2/propertyDisplayCard - Frame""), 0, CONTINUE_ON_FAILURE)",,,,2022-04-21 15:09:49,2022-04-21 15:09:49,0.162s,PASSED
